,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
343,The Greatest Show,The Greatest Showman (Original Motion Picture Soundtrack),Various Artists,2017-12-08,302146,74,0.417,0.000239,0.417,0.824,0.0545,0.0725,-7.36,0.105,157.92,4
344,This Is Me,The Greatest Showman (Original Motion Picture Soundtrack),Various Artists,2017-12-08,234706,75,0.284,0.00583,0.284,0.704,0.000115,0.0424,-7.276,0.186,191.702,4
345,You Know It,Only The Lonely,Colony House,2017-01-13,182266,68,0.404,0.0352,0.404,0.962,0.0,0.146,-2.901,0.0978,158.121,4
346,Everybody Talks,Picture Show,Neon Trees,2012-01-01,177280,81,0.471,0.00301,0.471,0.924,0.0,0.313,-3.906,0.0586,154.961,4
347,Animal,Habits,Neon Trees,2010-01-01,212293,72,0.482,0.000346,0.482,0.833,0.0,0.365,-5.611,0.0449,148.039,4
348,Blinding Lights,After Hours,The Weeknd,2020-03-20,200040,92,0.514,0.00146,0.514,0.73,9.54e-05,0.0897,-5.934,0.0598,171.005,4
349,Electric Feel,Oracular Spectacular,MGMT,2007-12-14,229640,77,0.763,0.0709,0.763,0.803,0.285,0.348,-3.713,0.0351,103.04,3
350,The Weekend - Funk Wav Remix,The Weekend (Funk Wav Remix),SZA,2017-12-15,171805,74,0.775,0.495,0.775,0.573,0.0,0.126,-4.933,0.0585,101.925,4
351,September,"The Essential Earth, Wind & Fire","Earth, Wind & Fire",2014-03-25,215080,62,0.694,0.165,0.694,0.831,0.000892,0.25,-7.288,0.0301,125.901,4
352,Wake Me Up Before You Go-Go,Make It Big,Wham!,1984-10-23,231333,79,0.62,0.271,0.62,0.573,0.0,0.0607,-11.893,0.0423,81.548,4
353,What Makes You Beautiful,Up All Night,One Direction,2012-05-25,198053,0,0.729,0.00761,0.729,0.771,0.0,0.087,-2.451,0.0725,125.011,4
354,Motivation,Motivation,Normani,2019-08-16,193837,73,0.599,0.0192,0.599,0.887,1.21e-06,0.3,-3.967,0.0984,170.918,4
355,She Sets The City On Fire,She Sets The City On Fire,Gavin DeGraw,2016-07-15,218631,46,0.617,0.0139,0.617,0.615,0.0,0.0897,-6.518,0.0567,125.898,4
356,Drunk in Love (feat. Jay-Z),BEYONCÉ [Platinum Edition],Beyoncé,2014-11-24,323480,70,0.589,0.00969,0.589,0.621,0.00104,0.181,-6.902,0.0468,140.03,4
357,Bitch Better Have My Money,Bitch Better Have My Money,Rihanna,2015-03-26,219305,74,0.781,0.0509,0.781,0.728,1.94e-06,0.257,-4.981,0.0621,102.99,4
358,Fancy,The New Classic (Deluxe Version),Iggy Azalea,2014-01-01,199938,69,0.912,0.0904,0.912,0.716,0.0,0.0491,-4.141,0.0697,94.981,4
359,Paradise,Soul Searching,Bazzi,2019-08-09,169038,77,0.844,0.0828,0.844,0.644,0.0,0.113,-6.273,0.0479,122.061,4
360,Call Out My Name,"My Dear Melancholy,",The Weeknd,2018-03-30,228373,81,0.461,0.17,0.461,0.593,0.0,0.307,-4.954,0.0356,134.17,3
361,New Rules,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,209320,79,0.762,0.00261,0.762,0.7,1.56e-05,0.153,-6.021,0.0694,116.073,4
362,There's Nothing Holdin' Me Back,Illuminate (Deluxe),Shawn Mendes,2017-04-20,199440,82,0.866,0.38,0.866,0.813,0.0,0.0779,-4.063,0.0554,121.998,4
363,Galway Girl,÷ (Deluxe),Ed Sheeran,2017-03-03,170826,79,0.624,0.0735,0.624,0.876,0.0,0.327,-3.374,0.1,99.943,4
364,FRIENDS,FRIENDS,Marshmello,2018-02-09,202620,79,0.626,0.205,0.626,0.88,0.0,0.128,-2.384,0.0504,95.079,4
365,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),Calvin Harris,2018-04-06,214846,81,0.791,0.037,0.791,0.862,2.19e-05,0.0814,-3.24,0.11,123.994,4
366,IDGAF,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,217946,78,0.836,0.0403,0.836,0.544,0.0,0.0824,-5.975,0.0943,97.028,4
367,The Greatest (feat. Kendrick Lamar),This Is Acting (Deluxe Version),Sia,2016-10-21,210226,71,0.668,0.0102,0.668,0.725,0.000479,0.0561,-6.127,0.266,191.944,4
368,Hall of Fame (feat. will.i.am),#3,The Script,2012-09-10,202533,69,0.421,0.0654,0.421,0.873,0.0,0.123,-4.343,0.0564,84.786,4
369,AESTHETIC,#ANTI,YUNIN,2021-09-20,118674,18,0.685,0.00972,0.685,0.776,1.88e-06,0.0944,-3.806,0.043,136.013,4
370,Superheroes,No Sound Without Silence,The Script,2014-09-15,245466,75,0.49,0.00218,0.49,0.885,0.0,0.0741,-4.121,0.0396,166.996,4
371,Back Home,Magazines Or Novels,Andy Grammer,2014-08-05,199112,61,0.621,0.0409,0.621,0.827,0.0,0.0815,-7.309,0.0454,99.979,4
372,Brand New,Brand New,Ben Rector,2015-08-28,243933,66,0.555,0.00268,0.555,0.934,0.0,0.122,-5.04,0.113,144.874,4
373,Break The Internet,Break The Internet,lilheartbreak,2021-01-08,140068,35,0.641,0.461,0.641,0.652,0.0,0.267,-6.811,0.14,77.048,4
374,Animals,V,Maroon 5,2014-09-02,231013,80,0.279,0.000185,0.279,0.742,0.0,0.593,-6.46,0.0898,189.868,4
375,I Have Nothing,The Bodyguard - Original Soundtrack Album,Whitney Houston,1992-11-17,289160,74,0.541,0.576,0.541,0.401,0.0,0.164,-10.499,0.0365,152.943,3
376,Pick Me Up,Pick Me Up,Sam Feldt,2021-05-28,174100,66,0.688,0.0971,0.688,0.662,1.34e-06,0.172,-5.57,0.0441,115.106,4
377,Hear Me Say,Hear Me Say,Jonas Blue,2021-05-28,190772,73,0.697,0.133,0.697,0.836,4.46e-06,0.0754,-5.005,0.0437,121.977,4
378,Best Is Yet To Come (with Kyle Reynolds),Best Is Yet To Come (with Kyle Reynolds),Gryffin,2021-06-02,215201,67,0.569,0.0148,0.569,0.85,0.0,0.245,-3.914,0.0369,122.042,4
379,Problems,Problems,Don Diablo,2021-03-05,179032,63,0.721,0.21,0.721,0.768,0.00843,0.262,-4.371,0.0685,124.076,4
380,By Your Side (feat. Tom Grennan),By Your Side (feat. Tom Grennan),Calvin Harris,2021-06-04,189671,79,0.733,0.0514,0.733,0.96,0.00199,0.287,-3.597,0.0295,124.01,4
381,Come Back Home,Come Back Home,Petey Martin,2021-01-08,179853,60,0.598,0.019,0.598,0.559,0.0,0.17,-5.835,0.0387,122.066,4
382,Feels Like Love (feat. MIYA MIYA),Feels Like Love (feat. MIYA MIYA),Syn Cole,2021-05-14,169672,64,0.728,0.0696,0.728,0.657,3.41e-06,0.0855,-5.329,0.042,122.079,4
383,Anywhere,Anywhere,Sons Of Maria,2020-11-13,185365,46,0.698,0.111,0.698,0.774,1.85e-05,0.188,-5.128,0.0377,123.019,4
384,Real Love x Sunchyme (feat. Jess Glynne) [VIP Mash-up],Real Love x Sunchyme (feat. Jess Glynne) [VIP Mash-up],Clean Bandit,2020-07-31,219052,60,0.598,0.0172,0.598,0.833,0.0,0.544,-6.333,0.0497,125.004,4
385,The Best,The Best,Hook N Sling,2021-04-30,158354,61,0.813,0.0453,0.813,0.848,1.51e-05,0.0696,-4.582,0.0534,123.978,4
386,Call On Me (feat. Georgia Ku),Call On Me (feat. Georgia Ku),Sam Feldt,2021-10-15,192000,67,0.662,0.171,0.662,0.794,0.0,0.0883,-4.239,0.0533,104.951,4
387,Happy Hour,Happy Hour,Felix Cartal,2021-02-05,168000,58,0.625,0.00324,0.625,0.855,0.0,0.742,-3.184,0.0401,120.004,4
388,That Feeling (feat. Hayley May),That Feeling (feat. Hayley May),Danny Quest,2021-02-19,134442,62,0.665,0.00559,0.665,0.846,0.007,0.134,-5.563,0.031,123.988,4
389,Breathe (feat. kaspara),Breathe (feat. kaspara),Syn Cole,2021-01-22,175081,64,0.753,0.0546,0.753,0.749,4.39e-06,0.166,-5.214,0.0314,121.988,4
390,Rule The World (feat. ILIRA),Rule The World (feat. ILIRA),GAMPER & DADONI,2020-11-06,170785,65,0.717,0.00974,0.717,0.627,0.0,0.222,-8.198,0.0966,125.965,4
391,Silver Lining,Silver Lining,Andrew Rayel,2021-02-05,177745,60,0.633,0.0451,0.633,0.844,0.0,0.097,-3.815,0.0461,125.032,4
392,Ride or Die (feat. Phoebe Ryan),Say It Like You Feel It,Cash Cash,2021-05-14,188400,0,0.547,0.0159,0.547,0.881,0.0,0.171,-3.152,0.0512,99.979,4
393,Sad Songs (feat. Clide),Sad Songs (feat. Clide),One Bit,2021-01-29,161978,50,0.802,0.102,0.802,0.626,9.23e-05,0.0674,-6.532,0.0348,119.995,4
394,The Riddle (feat. Lateshift),The Riddle (feat. Lateshift),Sam Feldt,2021-07-30,187500,60,0.622,0.346,0.622,0.756,0.0,0.3,-5.375,0.0474,95.939,4
395,2019,2019,Martin Jensen,2021-02-26,131381,64,0.876,0.119,0.876,0.765,5.2e-06,0.0826,-6.554,0.269,115.072,4
396,We Are Young,We Are Young,Soundwaves,2020-09-25,184196,52,0.748,0.208,0.748,0.846,0.00215,0.0877,-4.32,0.0911,125.965,4
397,Learn To Love Me (feat. Ryan Tedder),Learn To Love Me (feat. Ryan Tedder),David Solomon,2021-06-11,178560,60,0.579,0.369,0.579,0.704,0.0,0.27,-6.209,0.0305,124.978,4
398,Malibu,Malibu,Virginia To Vegas,2021-03-19,148822,62,0.657,0.0568,0.657,0.653,0.000142,0.321,-8.525,0.0258,111.974,4
399,Forever Love (feat. Viiq),Forever Love (feat. Viiq),Bingo Players,2020-09-25,155826,57,0.668,0.0953,0.668,0.9,1.06e-05,0.368,-4.228,0.0429,124.045,4
400,Chance,Chance,Codeko,2020-07-31,206001,55,0.682,0.0017,0.682,0.868,0.335,0.374,-6.3,0.109,124.024,4
401,Dandelion,Dandelion,Galantis,2021-01-08,140011,72,0.8,0.158,0.8,0.66,0.02,0.14,-4.903,0.158,117.923,4
402,New Love (feat. Ellie Goulding),New Love (feat. Ellie Goulding),Silk City,2021-01-21,190680,2,0.786,0.0547,0.786,0.732,2.47e-06,0.342,-6.664,0.0421,123.982,4
403,Feel It Again,Feel It Again,Seeb,2020-12-11,187036,52,0.482,0.00882,0.482,0.756,0.0,0.0745,-4.876,0.0524,120.014,4
404,I Want It All,Letters To Remember,Lucas & Steve,2020-10-16,191834,61,0.612,0.0374,0.612,0.726,2e-06,0.105,-5.934,0.036,119.964,4
405,Only Way,Only Way,Natio,2020-11-06,190420,1,0.817,0.615,0.817,0.591,0.000255,0.124,-10.37,0.0592,119.995,4
406,I Got You,I Got You,Disciples,2020-10-02,210731,61,0.711,0.145,0.711,0.876,0.0,0.116,-4.144,0.0551,122.969,4
407,I Found You,I Found You,Cash Cash,2020-02-28,167307,68,0.646,0.0714,0.646,0.761,0.0,0.222,-2.557,0.0385,129.916,4
408,No Rest,No Rest,Vicetone,2021-01-22,209298,53,0.626,0.295,0.626,0.76,0.0,0.0575,-3.352,0.0327,122.984,4
409,Like I Do,Like I Do,Steve James,2021-04-16,170000,53,0.751,0.126,0.751,0.65,1.78e-05,0.161,-6.212,0.046,119.983,4
410,More Than I Can Say,More Than I Can Say,GAMPER & DADONI,2021-03-26,153197,61,0.53,0.000532,0.53,0.807,2.75e-06,0.496,-5.348,0.147,127.991,4
411,No Eyes On Me - Sondr Remix,No Eyes On Me (Sondr Remix),Justin Caruso,2020-06-19,172315,50,0.59,0.00309,0.59,0.94,6.82e-05,0.332,-5.593,0.0456,121.02,4
412,Another Life (feat. FLETCHER & Josh Golden),Another Life,Surf Mesa,2021-08-27,162954,64,0.648,0.0198,0.648,0.724,0.0,0.15,-5.189,0.0263,125.014,4
413,My Way (Steve Aoki & Aloe Blacc),My Way (Steve Aoki & Aloe Blacc),Steve Aoki,2020-12-23,197647,61,0.585,0.11,0.585,0.82,0.0,0.134,-4.428,0.0774,169.895,4
414,Stay Mine,Stay Mine,Timmy Trumpet,2021-04-02,178010,66,0.756,0.0671,0.756,0.892,0.000139,0.0798,-4.361,0.0399,124.05,4
415,Love For The Summer (feat. Loren Gray),Love For The Summer (feat. Loren Gray),Deacon,2020-10-30,188586,55,0.569,0.0198,0.569,0.611,0.0,0.0356,-7.275,0.0909,170.121,4
416,So What (feat. A R I Z O N A),So What (feat. A R I Z O N A),Louis The Child,2021-04-30,177476,62,0.799,0.3,0.799,0.791,0.00089,0.104,-5.173,0.109,119.993,4
417,Chasing Stars (feat. James Bay),Chasing Stars (feat. James Bay),Alesso,2021-08-20,170457,76,0.594,0.0169,0.594,0.64,0.0,0.135,-6.865,0.033,92.871,4
418,Damage Each Other,Damage Each Other,Steve Brian,2020-08-14,204285,51,0.527,0.0409,0.527,0.763,1.13e-06,0.0969,-7.44,0.0415,125.997,4
419,Crocodile Tears (feat. Jens Hult),Crocodile Tears (feat. Jens Hult),BUNT.,2020-09-18,218800,58,0.639,0.118,0.639,0.83,0.0,0.0996,-3.322,0.0353,100.019,4
420,I'm In Love,I’m In Love,Paul Oakenfold,2021-07-16,192000,49,0.742,0.0682,0.742,0.789,0.00299,0.139,-7.7,0.0379,119.998,4
421,Young Forever,Young Forever,Lilly Ahlberg,2021-03-12,218293,60,0.846,0.0219,0.846,0.637,0.000826,0.0636,-7.388,0.037,120.997,4
422,Happy,Happy,Costa,2020-06-05,192976,53,0.684,0.0152,0.684,0.884,0.231,0.594,-6.651,0.0619,126.038,4
423,GOLDEN,GOLDEN,Antoine Cara,2020-08-07,219230,51,0.738,0.0693,0.738,0.911,0.000381,0.62,-3.531,0.139,103.998,4
424,Everything Is Changing,Everything Is Changing,GoldFish,2020-12-04,208536,53,0.659,0.0167,0.659,0.788,0.00818,0.125,-7.463,0.0471,121.016,4
425,42,Say It Like You Feel It,Cash Cash,2021-05-14,168624,2,0.698,0.0499,0.698,0.847,0.0,0.338,-4.372,0.0366,119.985,4
426,Set Me Free (feat. MAX),Set Me Free (feat. MAX),Oliver Heldens,2020-11-06,193364,65,0.793,0.00544,0.793,0.701,0.0,0.164,-4.764,0.0428,123.964,4
427,Remember,Remember,J Lisk,2020-06-11,171290,55,0.881,0.213,0.881,0.377,0.849,0.104,-15.256,0.0502,123.974,4
428,Nights With You,Nights With You,Nicky Romero,2020-10-09,149200,60,0.58,0.383,0.58,0.745,0.0,0.25,-4.915,0.048,150.103,4
429,Energy - Mell Hall Remix,Energy (Mell Hall Remix),Stace Cadet,2020-08-07,233948,53,0.619,0.00454,0.619,0.901,0.373,0.303,-5.814,0.0384,119.026,4
430,Better Day (feat. Aloe Blacc),Better Day (feat. Aloe Blacc),Young Bombs,2019-11-01,191785,63,0.662,0.073,0.662,0.823,0.0,0.0833,-4.7,0.0971,118.958,4
431,Baby (Tell Me),Baby (Tell Me),Clément Leroux,2020-09-11,207539,50,0.679,0.0697,0.679,0.593,0.0,0.229,-7.614,0.0504,120.04,4
432,Starstruck,Starstruck,Years & Years,2021-04-08,207755,69,0.555,0.011,0.555,0.879,0.0,0.298,-2.484,0.0983,113.852,4
433,Take Your Time,Take Your Time,ARTY,2021-01-29,186141,59,0.583,0.0476,0.583,0.94,0.000206,0.0524,-3.05,0.0551,127.009,4
434,Ready To Love,Ready To Love,KSHMR,2021-07-16,188852,62,0.598,0.0606,0.598,0.815,0.0,0.176,-4.481,0.0858,121.986,4
435,2 Hearts (feat. Gia Koka),2 Hearts (feat. Gia Koka),Sam Feldt,2020-01-10,186750,67,0.503,0.264,0.503,0.754,5.85e-05,0.297,-3.634,0.0424,116.524,4
436,Risk It All,Risk It All,Ella Henderson,2021-08-20,178064,69,0.706,0.19,0.706,0.914,0.0,0.0886,-5.668,0.0615,124.03,4
437,No Regrets,No Regrets,Jeffrey Sutorius,2020-10-30,133714,53,0.703,0.063,0.703,0.901,0.0,0.0618,-2.303,0.0384,105.059,4
438,Guess I'm Jaded (RAC Mix),Guess I'm Jaded (The Remixes),Goldroom,2020-08-07,187368,56,0.82,0.042,0.82,0.702,0.00991,0.143,-6.06,0.0346,113.958,4
439,Cold Heart - PNAU Remix,Cold Heart (PNAU Remix),Elton John,2021-08-13,202735,95,0.796,0.034,0.796,0.798,4.19e-05,0.0952,-6.312,0.0317,116.032,4
440,Reaching Out,Reaching Out,Dillon Francis,2021-08-20,134584,55,0.782,0.0629,0.782,0.748,0.0,0.1,-4.32,0.0523,123.937,4
441,Wherever You Are - Joel Corry Remix,Wherever You Are (Joel Corry Remix),Kodaline,2020-06-05,199959,51,0.702,0.000542,0.702,0.869,0.103,0.0958,-4.603,0.0313,125.966,4
442,Closer (feat. Lilly Ahlberg),Closer (feat. Lilly Ahlberg),Sonny Fodera,2021-04-30,169901,61,0.7,0.449,0.7,0.782,0.0,0.143,-4.631,0.0542,124.969,4
443,R U HIGH (feat. Mallrat),R U HIGH (feat. Mallrat),The Knocks,2021-03-26,239456,61,0.739,0.0245,0.739,0.628,0.0,0.266,-4.137,0.0703,120.944,4
444,Anywhere With You,Anywhere With You,Afrojack,2021-09-30,158807,71,0.596,0.0696,0.596,0.743,2.37e-06,0.202,-4.149,0.0302,125.883,4
445,Antibodies,L.A.,Tensnake,2020-10-16,200021,55,0.776,0.0336,0.776,0.814,0.0,0.109,-5.86,0.0737,118.032,4
446,Heart On My Sleeve,Heart On My Sleeve,GATTÜSO,2020-06-26,209062,60,0.559,0.00815,0.559,0.856,0.0,0.113,-4.122,0.0621,127.997,4
447,Whatever You Want (GOLDHOUSE Remix),Whatever You Want (GOLDHOUSE Remix),Kaptan,2020-08-07,195725,48,0.674,0.00772,0.674,0.663,1.37e-05,0.287,-8.386,0.0391,124.028,4
448,Everything About You (feat. your friend polly),Everything About You (feat. your friend polly),Sam Feldt,2020-11-27,178125,51,0.74,0.0718,0.74,0.874,0.0,0.0697,-2.832,0.0425,111.973,4
449,I Got A Feeling,I Got A Feeling,Felix Jaehn,2021-08-20,144136,72,0.6,0.0238,0.6,0.845,0.0,0.434,-3.695,0.042,125.027,4
450,Over You,Over You,Syn Cole,2020-08-14,171428,49,0.74,0.255,0.74,0.745,0.000186,0.094,-3.848,0.031,126.015,4
451,If There is Love,If There is Love,Laidback Luke,2021-06-25,155365,58,0.472,0.00813,0.472,0.771,0.0,0.04,-5.7,0.123,119.802,4
452,Somebody - Stadiumx Edit,Somebody (Stadiumx Edit),Metrush,2020-05-14,196413,52,0.595,0.224,0.595,0.775,8.09e-06,0.348,-4.4,0.0511,124.023,4
453,Okay,Okay,Nicky Romero,2021-07-23,151312,62,0.513,0.0463,0.513,0.836,0.0,0.128,-3.781,0.0579,124.964,4
454,Young Summer,Young Summer,Tungevaag,2021-04-16,156729,57,0.642,0.00768,0.642,0.907,6.43e-05,0.0696,-3.26,0.0507,107.06,4
455,Somebody Like You,Legacy,Vicetone,2021-04-02,208570,57,0.62,0.136,0.62,0.851,0.000144,0.0999,-2.727,0.0332,122.011,4
456,Good Thing,Good Thing,LODATO,2020-11-06,211282,49,0.702,0.0293,0.702,0.898,2.82e-06,0.134,-5.449,0.0459,117.028,4
457,Take Me Back,Take Me Back,SACHI,2021-02-12,189573,52,0.713,0.0681,0.713,0.809,0.000414,0.087,-4.695,0.195,120.166,4
458,Antibodies - LP Giobbi Remix,Antibodies (LP Giobbi Remix),LP Giobbi,2021-07-02,312226,48,0.61,0.175,0.61,0.765,1.05e-06,0.0914,-4.914,0.172,125.028,4
459,Never Knew (L.O.V.E.),Never Knew (L.O.V.E.),Jodie Harsh,2020-06-12,175238,50,0.824,0.0384,0.824,0.972,0.0819,0.502,-4.045,0.0495,125.978,4
460,Around The World (feat. NOUMENN),Around The World (feat. NOUMENN),KSHMR,2021-02-19,199017,57,0.582,0.0334,0.582,0.863,1.42e-05,0.371,-4.067,0.0356,112.073,4
461,Better Day (feat. Nile Rodgers & Josh Barry),Better Day (feat. Nile Rodgers & Josh Barry),Wh0,2021-03-26,149760,51,0.714,0.00406,0.714,0.866,0.0178,0.292,-5.483,0.09,125.072,4
462,luv(drunk),luv(drunk),Conro,2021-01-08,181000,59,0.807,0.0434,0.807,0.836,0.396,0.113,-4.359,0.0359,120.057,4
463,Lucky,Lucky,PNAU,2020-05-20,205703,56,0.585,0.0285,0.585,0.956,0.0,0.213,-3.577,0.0564,120.004,4
464,Blurry (feat. Gia Koka),Blurry (feat. Gia Koka),LODATO,2021-01-15,178500,47,0.66,0.0182,0.66,0.871,0.0,0.254,-3.449,0.0337,115.081,4
465,Dreaming (feat. SMBDY),Dreaming (feat. SMBDY),David Solomon,2021-08-27,169319,48,0.674,0.00608,0.674,0.885,0.0,0.274,-4.595,0.0365,125.006,4
466,Milo,Armada Unites (The Official Album),Various Artists,2020-06-12,221587,48,0.589,0.045,0.589,0.876,0.857,0.397,-7.032,0.033,124.004,4
467,Fireworks (feat. Moss Kena & The Knocks),Fireworks (feat. Moss Kena & The Knocks),Purple Disco Machine,2021-02-19,200015,43,0.754,0.0071,0.754,0.792,3.58e-06,0.153,-5.278,0.0429,118.024,4
468,When I'm Right,When I'm Right,Morgan Page,2021-07-30,164150,49,0.751,0.0521,0.751,0.784,2.64e-05,0.0629,-4.964,0.138,106.069,4
469,Good Dream,Good Dream,Midsplit,2019-08-16,168397,0,0.781,0.00442,0.781,0.718,0.0,0.132,-7.814,0.387,123.992,4
470,Just Sayin',Just Sayin',MAKJ,2021-07-23,198997,46,0.734,0.059,0.734,0.763,4.12e-06,0.239,-6.971,0.272,119.962,4
471,Kingdoms,Kingdoms,Tungevaag,2020-12-11,143562,0,0.797,0.129,0.797,0.735,9.84e-05,0.171,-4.369,0.0328,125.996,4
472,Light Up My Life,Light Up My Life,Jack Wins,2021-05-14,144590,57,0.613,0.0173,0.613,0.874,0.0,0.839,-5.912,0.262,121.995,4
473,Everybody Dance (feat. Nile Rodgers),Everybody Dance (feat. Nile Rodgers),Cedric Gervais,2020-11-20,168289,60,0.628,0.00862,0.628,0.928,0.713,0.0651,-3.698,0.0621,123.953,4
474,You Got The Love,You Got The Love,Never Sleeps,2021-08-27,196684,61,0.519,0.105,0.519,0.761,6.48e-06,0.103,-3.618,0.0445,124.947,4
475,Up To You,Up To You,Disco Killerz,2021-06-24,180114,49,0.737,0.0211,0.737,0.862,0.0,0.232,-2.823,0.0965,125.031,4
476,Undeniable (feat. X Ambassadors),Undeniable (feat. X Ambassadors),Kygo,2021-10-15,180596,79,0.684,0.159,0.684,0.506,0.0,0.26,-6.743,0.0338,108.036,4
477,Happy,Happy,Luke Bergs,2021-10-01,185005,41,0.808,0.151,0.808,0.683,0.877,0.0891,-10.102,0.0338,119.987,4
478,Your Design,Your Design,Acn8,2021-11-12,190206,30,0.657,0.104,0.657,0.563,0.000868,0.403,-10.117,0.0483,99.942,4
479,Drive (feat. Wes Nelson),Drive (feat. Wes Nelson),Clean Bandit,2021-07-30,179374,79,0.81,0.0624,0.81,0.571,1.63e-06,0.094,-7.189,0.085,125.994,4
480,Memories,Memories,InRp,2021-11-10,131612,31,0.734,0.0192,0.734,0.662,0.00164,0.0614,-7.171,0.145,124.028,4
481,Honest,Honest,LÖVI,2021-10-08,170398,38,0.707,0.178,0.707,0.606,0.0252,0.0337,-10.258,0.065,124.002,4
482,Glory Morning,Glory Morning,DayFox,2021-10-22,189913,36,0.56,0.00287,0.56,0.89,0.913,0.212,-6.046,0.0322,115.014,4
483,ISNU,ISNU,InRp,2021-10-29,155409,35,0.745,0.367,0.745,0.852,0.00247,0.105,-6.061,0.256,121.997,4
484,Wherever You Go,Wherever You Go,Pierse,2021-10-15,205190,36,0.682,0.0184,0.682,0.817,0.00882,0.104,-4.574,0.036,127.978,4
485,Pepas,La 167,Farruko,2021-10-01,287120,84,0.762,0.00776,0.762,0.766,6.98e-05,0.128,-3.955,0.0343,130.001,4
486,Can You Feel The Love,Can You Feel The Love,Luke Bergs,2021-08-22,148925,38,0.738,0.0389,0.738,0.807,0.416,0.269,-6.363,0.0358,124.977,4
487,Bad Habits,Bad Habits,Ed Sheeran,2021-06-25,231041,95,0.808,0.0469,0.808,0.897,3.14e-05,0.364,-3.712,0.0348,126.026,4
488,Stay,Stay,InRp,2021-10-25,158446,35,0.719,0.252,0.719,0.702,0.0302,0.237,-8.882,0.0564,103.013,4
489,Stupid Feelings,Stupid Feelings,220 KID,2021-08-06,166924,71,0.715,0.0152,0.715,0.778,0.0,0.121,-6.546,0.0365,123.954,4
490,Pretty,Pretty,LÖVI,2021-03-12,172263,41,0.74,0.0905,0.74,0.67,0.0,0.193,-8.375,0.045,124.047,4
491,Heat Of The Summer,Heat Of The Summer,Markvard,2021-09-10,169038,41,0.762,0.0952,0.762,0.849,0.00337,0.155,-7.923,0.0323,120.007,4
492,Don't Be Shy,Don't Be Shy,Tiësto,2021-08-12,140500,90,0.77,0.198,0.77,0.787,0.0,0.262,-3.748,0.0583,119.986,4
493,Daydream,Daydream,InRp,2021-10-22,137872,35,0.598,0.0934,0.598,0.587,0.00019,0.137,-7.484,0.0497,93.985,4
494,Run,Human (Deluxe),OneRepublic,2021-08-27,168259,72,0.682,0.321,0.682,0.72,0.0,0.205,-8.176,0.0382,116.988,4
495,Ocean Blue,Ocean Blue,InRp,2021-04-09,182608,39,0.738,0.331,0.738,0.534,0.0,0.141,-7.509,0.328,92.012,4
496,My Fantasy,My Fantasy,Pierse,2021-03-26,158111,38,0.436,0.372,0.436,0.778,3.05e-05,0.198,-4.179,0.104,185.933,4
497,Last Summer,Last Summer,InRp,2021-03-26,146526,37,0.679,0.0397,0.679,0.717,0.00641,0.0837,-7.509,0.0595,94.928,4
498,Kiss And Make Up,Kiss And Make Up,Dua Lipa,2018-10-24,189173,32,0.678,0.0658,0.678,0.729,0.0,0.303,-4.188,0.137,99.895,4
499,Hear Me Say,Hear Me Say,Jonas Blue,2021-05-28,190772,73,0.697,0.133,0.697,0.836,4.46e-06,0.0754,-5.005,0.0437,121.977,4
500,No More Worries,No More Worries,Luke Bergs,2021-07-23,212955,39,0.708,0.00285,0.708,0.793,0.84,0.277,-7.629,0.0327,122.012,4
501,Better,Better,HUGEL,2020-02-28,173698,57,0.735,0.0152,0.735,0.792,1.67e-06,0.0784,-5.818,0.0414,112.066,4
502,Freedom,Freedom,Kygo,2020-04-17,198635,71,0.715,0.127,0.715,0.635,0.0,0.0862,-6.591,0.0791,112.887,4
503,Golden Hour,Golden Hour,InRp,2021-04-16,184615,39,0.631,0.0588,0.631,0.556,0.0104,0.151,-7.684,0.0944,103.959,4
504,Alright (feat. KIDDO),Alright (feat. KIDDO),Alle Farben,2021-09-17,169000,70,0.593,0.0453,0.593,0.804,0.0,0.367,-7.217,0.0707,121.97,4
505,My Everything,My Everything,Acn8,2021-03-05,227295,36,0.722,0.211,0.722,0.49,0.0,0.121,-10.963,0.127,125.099,4
506,Burning Down,Burning Down,SENSE,2020-05-22,210594,45,0.75,0.0225,0.75,0.476,0.33,0.101,-9.351,0.0684,121.982,4
507,Feel Love,Feel Love,Luke Bergs,2021-07-02,194756,38,0.749,0.0185,0.749,0.706,0.489,0.0604,-7.375,0.0319,122.004,4
508,If The World Was Ending,If The World Was Ending,Acn8,2021-01-15,170487,38,0.626,0.0412,0.626,0.431,1.26e-05,0.476,-10.477,0.0542,100.012,4
509,Moth To A Flame (with The Weeknd),Moth To A Flame,Swedish House Mafia,2021-10-22,234000,92,0.542,0.00279,0.542,0.659,0.0,0.105,-7.289,0.0389,120.122,4
510,Money On My Mind,Money On My Mind,HVME,2021-10-29,126763,60,0.824,0.169,0.824,0.819,0.000642,0.143,-4.658,0.0529,122.017,4
511,Somebody You Like,BREATHE,Felix Jaehn,2021-10-01,152744,60,0.682,0.217,0.682,0.822,0.00148,0.12,-4.422,0.0399,120.02,4
